Australian Capital Territory (Canberra),Greater Adelaide,Greater Brisbane,Greater Darwin,Greater Hobart,Greater Melbourne,Greater Perth,Greater Sydney
0.5916156963039426,0.4731188355588878,0.7782725427280466,0.42348809585291536,0.5025251262563128,0.5979925899138219,0.6213261339919964,0.5584054498395733
