SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"PAYNEHAM SOUTH",0,0,0,0,0,0,"5070",0,0,0,2086,0,0,0,0,0,0,507007,0,0,0,0,0,0,0,0,0,0,"Jun 2020",3,0,0,0,3
"ROYSTON PARK",0,0,0,0,0,0,"5070",0,0,0,2097,0,0,0,0,0,0,507008,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,1,0,0
"MAGILL",0,0,0,0,2,0,"5072",0,0,0,2115,0,0,2,0,0,0,507202,0,2,0,0,0,0,0,0,0,0,"Jun 2020",12,1,2,0,3
"ROSSLYN PARK",0,0,0,0,1,0,"5072",0,0,0,2126,0,0,0,0,0,0,507203,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,0,0,0
"ROSEWATER",0,0,0,0,4,1,"5013",0,1,0,213,0,0,3,0,2,0,501304,0,3,0,0,0,1,0,0,0,0,"Jun 2020",22,1,1,0,5
"EVANDALE",0,0,0,0,0,0,"5069",0,0,0,2137,0,0,0,0,0,0,506902,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,1,0,0
"HACKNEY",0,1,0,0,0,0,"5069",0,0,0,2149,0,0,0,0,1,0,506903,0,0,0,0,0,0,0,0,0,0,"Jun 2020",4,0,1,0,1
"MAYLANDS",0,0,0,0,0,0,"5069",0,0,0,2161,0,0,0,0,0,0,506904,0,0,0,0,0,0,0,0,0,0,"Jun 2020",1,0,1,0,0
"ST PETERS",0,0,0,0,1,1,"5069",0,0,0,2173,0,0,1,0,1,0,506906,0,2,0,0,0,0,0,0,0,0,"Jun 2020",6,0,0,0,0
"STEPNEY",0,0,0,0,0,0,"5069",0,0,0,2185,0,0,0,0,0,0,506905,0,0,0,0,0,1,0,0,0,0,"Jun 2020",3,0,2,0,0
"FELIXSTOW",0,0,0,0,0,0,"5070",0,0,0,2197,0,0,0,1,0,0,507001,0,0,0,0,0,0,0,0,0,0,"Jun 2020",8,0,5,0,2
"FIRLE",0,0,0,0,0,0,"5070",0,0,0,2209,0,0,0,0,1,0,507002,0,1,0,0,0,0,0,0,0,0,"Jun 2020",3,1,0,0,0
"GLYNDE",0,0,0,0,1,0,"5070",0,0,0,2221,0,0,0,0,0,0,507003,0,1,0,0,0,2,0,0,0,0,"Jun 2020",10,3,1,0,2
"MITCHAM",0,0,0,0,2,0,"5062",0,0,0,2233,0,0,0,0,0,0,506207,0,0,0,0,0,0,0,0,0,0,"Jun 2020",6,1,1,0,2
