SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"COROMANDEL VALLEY",0,0,0,0,0,0,"5051",0,0,0,1815,0,0,1,0,0,0,505102,0,0,0,0,0,0,0,0,0,0,"Mar 2020",4,0,3,0,0
"CRAIGBURN FARM",0,0,0,0,0,0,"5051",0,0,0,1827,0,0,1,1,0,0,505104,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,0,0,0,0
"HAWTHORNDENE",0,0,0,0,0,0,"5051",0,0,1,1835,0,0,0,0,0,0,505103,0,0,0,1,0,0,0,0,1,0,"Mar 2020",3,0,0,0,0
"BELAIR",0,0,0,0,0,0,"5052",0,0,0,1847,0,1,0,0,0,0,505201,0,0,0,0,1,0,0,0,0,0,"Mar 2020",7,0,3,0,2
"GLENALTA",0,0,0,0,1,0,"5052",0,0,0,1858,0,0,0,0,0,0,505202,0,0,0,0,0,0,0,0,0,0,"Mar 2020",2,1,0,0,0
"HYDE PARK",0,0,0,0,0,0,"5061",0,0,0,1870,0,0,0,0,0,0,506101,0,0,0,0,0,1,0,0,0,0,"Mar 2020",4,0,2,0,1
"NEWTON",0,1,0,0,3,0,"5074",0,0,3,1882,0,0,1,0,5,0,507402,0,3,0,0,3,3,0,0,0,0,"Mar 2020",42,0,11,0,9
"DERNANCOURT",0,0,0,0,0,0,"5075",0,0,0,1894,0,0,2,0,0,0,507501,0,1,0,0,0,0,0,1,0,0,"Mar 2020",18,1,8,0,5
"PARADISE",0,1,0,0,6,1,"5075",0,0,0,1906,0,1,2,0,0,0,507502,0,2,0,0,0,1,2,0,1,0,"Mar 2020",29,1,4,0,7
"ATHELSTONE",0,0,0,1,3,0,"5076",0,0,0,1918,0,1,1,0,0,0,507601,0,3,0,0,1,0,0,1,0,0,"Mar 2020",19,0,4,0,4
"OTTOWAY",0,1,0,0,1,0,"5013",0,0,0,192,0,0,2,1,0,0,501302,0,2,0,0,0,0,2,0,0,0,"Mar 2020",20,1,3,0,7
"LOWER MITCHAM",0,0,0,0,1,0,"5062",0,0,0,1930,0,0,0,0,0,0,506205,0,0,0,0,0,0,0,0,0,0,"Mar 2020",3,0,1,0,1
"LYNTON",0,0,0,0,0,0,"5062",0,0,0,1934,0,0,0,0,0,0,506206,0,0,0,0,0,0,0,0,0,0,"Mar 2020",1,1,0,0,0
"ROSE PARK",0,0,0,0,4,0,"5067",0,0,0,1946,0,0,4,0,0,0,506704,0,0,0,0,0,0,1,0,1,0,"Mar 2020",17,1,4,0,2
"HEATHPOOL",0,0,0,0,0,0,"5068",0,0,0,1955,0,0,1,0,0,0,506801,0,0,0,0,0,0,1,0,0,0,"Mar 2020",2,0,0,0,0
"KENSINGTON",0,0,0,0,0,0,"5068",0,0,0,1966,0,0,0,0,1,0,506802,0,1,0,0,0,0,0,0,0,0,"Mar 2020",8,0,4,0,2
"KENSINGTON GARDENS",0,0,0,0,0,0,"5068",0,0,0,1977,0,0,0,0,0,0,506803,0,0,0,0,0,0,0,0,0,0,"Mar 2020",3,0,3,0,0
