SUBURB, non_agg_sex_assault, serious_assault_result_injury, assault_police, dang_negli_acts, theft_from_motor_veh, prop_dam_by_fire_expl, POSTCODE, blackmail_extor, receive_handle_proceeds_crime, abduc_harass_other, id, agg_sex_assault, graffiti, sct_residence, common_assault, theft_from_shop, agg_robbery, SUBURB_NUMBER, non_assault_sex_off, serious_assault_not_result_injury, murder, other_acts_intend_cause_injury, obtain_benefit_by_decept, sct_non_residence, theft_illegal_use_mv, threatening_beh, other_fraud_decep_rel_offences, other_hom_rel_offences, month_year, total_offences, trespass_other, other_theft, non_agg_robbery, other_prop_damage_envl
"BEDFORD PARK",0,1,0,0,1,0,"5042",0,0,0,2540,0,0,1,2,0,0,504201,0,2,0,0,1,0,1,0,1,0,"Aug 2019",13,0,1,0,2
"CLOVELLY PARK",0,0,0,0,1,0,"5042",0,0,0,2553,0,0,0,1,0,0,504202,0,0,0,0,1,0,2,0,0,0,"Aug 2019",5,0,0,0,0
"PASADENA",0,1,0,0,0,0,"5042",1,0,0,2565,0,0,1,0,0,0,504203,0,0,0,0,0,0,0,0,0,0,"Aug 2019",5,0,2,0,0
"ST MARYS",0,1,0,0,0,0,"5042",0,0,0,2577,0,0,0,0,3,0,504204,0,0,0,0,1,0,0,0,1,0,"Aug 2019",20,2,11,0,1
"TONSLEY",0,0,0,0,0,0,"5042",0,0,0,2589,0,0,1,0,0,0,504205,0,0,0,0,0,0,0,0,0,0,"Aug 2019",7,2,2,0,2
"CHELTENHAM",0,0,0,0,4,0,"5014",0,0,0,260,0,0,7,0,0,0,501403,0,0,0,0,0,0,2,0,0,0,"Aug 2019",18,1,1,0,3
"ASCOT PARK",0,0,0,1,0,0,"5043",0,0,0,2600,0,0,1,1,2,0,504301,0,1,0,0,1,1,0,0,0,0,"Aug 2019",13,1,1,0,3
"MARION",0,0,0,0,4,0,"5043",0,1,0,2612,0,1,1,3,0,0,504302,0,0,0,1,0,2,0,0,0,0,"Aug 2019",25,1,8,0,3
"PARA VISTA",0,0,0,0,4,0,"5093",0,0,0,2624,0,0,0,1,0,0,509301,0,1,0,0,0,4,0,0,0,0,"Aug 2019",14,0,0,0,4
"VALLEY VIEW",0,0,0,0,7,0,"5093",0,1,0,2636,0,0,0,0,0,0,509302,0,0,0,0,0,0,0,0,0,0,"Aug 2019",20,0,7,0,5
"CAVAN",0,0,1,0,0,0,"5094",0,1,0,2648,0,0,0,2,3,0,509401,0,0,0,0,0,0,1,0,0,0,"Aug 2019",21,0,11,0,2
"DRY CREEK",0,1,0,0,0,1,"5094",0,1,0,2660,0,7,0,0,1,0,509402,0,0,0,0,0,0,1,0,0,0,"Aug 2019",29,2,11,0,4
"GEPPS CROSS",0,0,0,0,1,1,"5094",0,0,0,2672,0,0,0,0,11,0,509403,0,0,0,0,0,4,0,0,0,0,"Aug 2019",20,0,1,0,2
"MAWSON LAKES",0,0,0,1,16,0,"5095",0,2,0,2684,0,0,2,3,2,0,509503,0,4,0,0,3,1,9,0,2,0,"Aug 2019",88,0,31,0,12
"COLLINSWOOD",0,0,0,0,1,0,"5081",0,0,0,2697,0,0,0,0,1,0,508101,0,0,0,0,0,0,0,0,0,0,"Aug 2019",4,0,2,0,0
"GILBERTON",0,1,0,0,0,0,"5081",0,0,0,2709,0,0,2,0,1,0,508102,0,0,0,0,0,0,0,0,0,0,"Aug 2019",8,1,1,0,2
"HENDON",0,0,0,0,3,0,"5014",0,0,0,272,0,0,0,0,0,0,501404,0,0,0,0,0,0,0,0,0,0,"Aug 2019",5,0,0,0,2
"MEDINDIE",0,1,0,0,0,0,"5081",0,0,0,2721,0,0,0,2,0,0,508103,0,1,0,0,0,0,0,0,0,0,"Aug 2019",7,0,1,0,2
"MEDINDIE GARDENS",0,0,0,0,0,0,"5081",0,0,0,2731,0,0,0,0,0,0,508104,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,1
"NORTHFIELD",0,0,0,0,4,0,"5085",0,1,0,2740,0,0,5,1,0,0,508503,0,3,0,1,0,2,1,1,0,0,"Aug 2019",23,1,2,0,1
"NORTHGATE",0,1,0,0,1,0,"5085",0,0,0,2752,0,0,0,0,1,0,508504,0,0,0,0,0,0,0,0,0,0,"Aug 2019",7,1,2,0,1
"GILLES PLAINS",0,1,0,0,1,1,"5086",0,0,0,2767,0,1,1,2,4,0,508601,0,1,0,0,0,1,0,1,0,0,"Aug 2019",25,1,4,0,6
"GREENACRES",0,0,0,1,2,0,"5086",0,0,0,2779,0,0,2,0,3,0,508602,0,1,0,0,0,3,3,0,0,0,"Aug 2019",18,0,3,0,0
"HAMPSTEAD GARDENS",0,0,0,0,2,0,"5086",0,0,0,2791,0,0,4,0,0,0,508603,0,0,0,0,0,1,0,0,0,0,"Aug 2019",12,1,1,0,3
"HILLCREST",0,0,0,1,2,0,"5086",0,0,0,2803,0,0,0,0,0,0,508604,0,1,0,0,1,1,1,0,0,0,"Aug 2019",16,1,7,0,1
"MANNINGHAM",0,0,0,0,1,0,"5086",0,0,0,2815,0,0,0,0,0,0,508605,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"OAKDEN",0,0,0,0,1,1,"5086",0,0,0,2827,0,0,0,0,0,0,508606,0,1,0,2,0,2,1,0,0,0,"Aug 2019",13,0,2,0,3
"QUEENSTOWN",0,0,0,0,2,0,"5014",0,0,0,283,0,0,1,0,1,0,501405,0,3,0,0,0,1,0,0,0,0,"Aug 2019",16,2,4,0,2
"KLEMZIG",0,0,0,0,2,0,"5087",0,0,0,2839,0,0,2,1,1,0,508701,0,1,0,0,0,0,2,0,0,0,"Aug 2019",23,0,6,0,8
"SKYE",0,1,0,0,0,0,"5072",0,0,0,2851,0,0,0,0,0,0,507204,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"TERINGIE",0,0,0,0,0,0,"5072",0,0,0,2859,0,0,1,0,0,0,507205,0,1,0,0,0,0,0,0,0,0,"Aug 2019",2,0,0,0,0
"WOODFORDE",0,0,0,0,1,0,"5072",0,0,0,2867,0,0,0,0,0,0,507206,0,1,0,0,0,0,0,0,0,0,"Aug 2019",3,0,1,0,0
"HECTORVILLE",0,0,0,0,1,0,"5073",0,0,1,2878,0,0,1,0,1,0,507301,0,1,0,0,1,0,1,0,0,0,"Aug 2019",11,2,1,0,1
"ROSTREVOR",0,1,0,0,5,0,"5073",0,0,0,2890,0,0,1,0,0,0,507302,0,0,0,0,0,0,1,0,0,0,"Aug 2019",11,0,3,0,0
"TRANMERE",0,0,0,0,0,0,"5073",0,0,0,2902,0,0,3,1,1,1,507303,0,0,0,0,0,1,0,0,0,0,"Aug 2019",16,0,8,0,1
"CAMPBELLTOWN",0,1,0,0,1,0,"5074",0,0,0,2914,0,0,2,1,1,0,507401,0,2,0,0,0,3,1,0,0,0,"Aug 2019",21,2,3,0,4
"NAILSWORTH",0,1,0,0,3,0,"5083",0,0,0,2926,0,0,1,1,9,0,508302,0,0,0,0,0,1,0,0,0,0,"Aug 2019",20,0,4,0,0
"SEFTON PARK",0,1,0,0,3,0,"5083",0,0,0,2938,0,0,2,0,5,0,508303,0,0,0,0,0,0,1,0,0,0,"Aug 2019",15,0,3,0,0
"ROYAL PARK",0,1,0,0,1,0,"5014",0,0,0,295,0,0,1,0,3,0,501406,0,5,0,0,0,0,1,0,0,0,"Aug 2019",24,1,7,0,4
"BLAIR ATHOL",0,11,0,0,10,0,"5084",0,3,0,2950,0,0,12,3,4,1,508401,0,4,0,0,0,0,1,1,2,0,"Aug 2019",104,2,35,0,15
"KILBURN",0,0,0,1,7,0,"5084",0,2,2,2962,0,2,6,4,18,1,508402,0,8,0,0,3,2,3,0,0,0,"Aug 2019",82,2,7,0,14
"CLEARVIEW",0,0,0,0,2,1,"5085",0,0,0,2975,0,0,2,0,2,0,508501,0,2,0,0,1,0,0,0,0,0,"Aug 2019",16,0,2,0,4
"ENFIELD",0,2,0,0,5,0,"5085",0,0,0,2987,0,0,3,2,0,0,508502,0,6,0,0,0,3,1,1,1,0,"Aug 2019",39,1,8,0,6
"LIGHTSVIEW",0,0,0,0,3,0,"5085",0,1,0,2999,0,0,2,0,0,0,508505,0,0,0,0,1,3,1,0,1,0,"Aug 2019",16,1,3,0,0
"NORTH ADELAIDE",0,0,0,0,7,0,"5006",0,0,0,30,0,0,2,2,5,0,500601,0,0,0,1,1,1,0,1,0,0,"Aug 2019",39,4,9,0,6
"WINDSOR GARDENS",0,0,0,0,2,0,"5087",0,0,0,3011,0,0,3,0,4,0,508702,0,0,0,0,0,3,3,0,1,0,"Aug 2019",34,1,14,0,3
"HOLDEN HILL",0,1,0,0,8,0,"5088",0,0,0,3023,0,0,2,0,1,0,508801,0,0,0,0,0,1,2,0,1,0,"Aug 2019",27,1,6,0,4
"HIGHBURY",0,0,0,0,4,0,"5089",0,0,0,3035,0,0,2,0,0,0,508901,0,0,0,0,0,1,0,0,0,0,"Aug 2019",10,0,0,0,3
"HOPE VALLEY",0,1,0,0,4,0,"5090",0,0,0,3047,0,0,2,1,0,0,509001,0,0,0,0,2,0,0,0,0,0,"Aug 2019",31,2,13,0,6
"BANKSIA PARK",0,0,0,0,0,2,"5091",0,0,0,3059,0,0,0,0,0,0,509101,0,0,0,0,0,0,0,0,0,0,"Aug 2019",9,3,3,0,1
"BIRKENHEAD",0,0,0,0,2,0,"5015",0,0,0,307,0,0,0,0,0,0,501501,0,0,0,0,1,1,0,0,0,0,"Aug 2019",13,3,1,0,5
"TEA TREE GULLY",0,0,0,0,3,0,"5091",0,0,0,3071,0,0,0,0,0,0,509102,0,0,0,0,1,0,1,0,0,0,"Aug 2019",7,0,1,0,1
"VISTA",0,0,0,0,2,0,"5091",0,0,0,3082,0,0,0,0,0,0,509103,0,0,0,0,0,0,0,0,0,0,"Aug 2019",3,0,0,0,1
"MODBURY",0,0,0,0,19,0,"5092",0,0,0,3092,0,0,4,3,28,0,509201,0,1,0,0,0,3,3,0,0,0,"Aug 2019",91,4,18,0,8
"MODBURY HEIGHTS",0,0,0,0,5,0,"5092",0,0,0,3104,0,0,1,0,7,0,509202,0,0,0,0,0,0,1,0,0,0,"Aug 2019",22,0,5,0,3
"MODBURY NORTH",0,0,0,1,3,1,"5092",0,0,0,3116,0,0,2,2,0,0,509203,0,0,0,0,0,0,1,0,0,0,"Aug 2019",17,1,2,0,4
"SAMPSON FLAT",0,0,0,0,1,0,"5114",0,0,0,3124,0,0,0,0,0,0,511407,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"SMITHFIELD",0,3,0,0,8,0,"5114",0,1,0,3130,0,1,2,4,26,0,511408,0,6,0,0,0,2,6,1,0,0,"Aug 2019",100,0,32,0,8
"SMITHFIELD PLAINS",0,4,0,0,1,0,"5114",0,2,1,3142,0,1,2,4,4,0,511409,0,3,0,0,0,3,1,1,0,0,"Aug 2019",41,1,5,0,8
"ULEYBURY",0,0,0,0,1,1,"5114",0,0,0,3152,0,0,0,0,0,0,511410,0,0,0,0,0,0,0,0,0,0,"Aug 2019",2,0,0,0,0
"MUNNO PARA",0,2,0,0,3,1,"5115",0,1,0,3173,0,0,5,4,16,0,511502,0,3,0,1,0,2,2,2,0,0,"Aug 2019",65,0,19,0,4
"MUNNO PARA DOWNS",0,0,0,0,0,0,"5115",0,0,0,3184,0,0,0,0,0,0,511503,0,0,0,0,0,0,1,0,0,0,"Aug 2019",1,0,0,0,0
"ETHELTON",0,1,0,0,1,0,"5015",0,2,0,319,0,0,2,0,0,0,501502,0,1,0,0,0,1,0,0,0,0,"Aug 2019",10,0,1,0,1
"SALISBURY HEIGHTS",0,0,0,0,1,0,"5109",0,0,0,3195,0,0,4,0,1,0,510903,0,0,0,0,1,0,1,0,0,0,"Aug 2019",12,1,1,0,2
"SALISBURY PARK",0,2,0,0,0,0,"5109",0,0,0,3207,0,0,1,0,0,0,510904,0,1,0,0,0,0,0,0,0,0,"Aug 2019",9,0,4,0,1
"SALISBURY PLAIN",0,0,0,0,0,0,"5109",0,1,0,3219,0,0,0,1,9,0,510905,0,0,0,0,0,0,4,0,1,0,"Aug 2019",22,1,3,0,2
"BOLIVAR",0,0,0,0,0,1,"5110",0,0,0,3231,0,0,0,0,4,0,511001,0,0,0,0,0,0,0,0,0,0,"Aug 2019",16,0,11,0,0
"ELIZABETH VALE",0,0,0,5,3,0,"5112",0,0,0,3243,0,0,2,7,0,0,511205,0,6,0,0,0,0,1,0,0,0,"Aug 2019",56,2,5,0,25
"HILLBANK",0,0,0,0,3,1,"5112",0,0,0,3255,0,0,2,0,1,0,511206,0,1,0,0,0,0,1,0,0,0,"Aug 2019",24,0,10,0,5
"DAVOREN PARK",0,0,0,1,6,3,"5113",0,1,0,3267,0,0,4,2,7,1,511306,0,1,0,0,0,0,4,0,0,0,"Aug 2019",77,3,26,1,17
"ELIZABETH DOWNS",0,2,0,1,3,1,"5113",0,1,1,3290,0,1,8,3,1,0,511301,0,3,0,3,3,3,2,0,0,0,"Aug 2019",70,2,14,0,18
"ELIZABETH NORTH",0,4,0,0,5,4,"5113",0,0,1,3302,0,0,2,3,0,1,511303,0,5,0,0,1,2,3,0,0,0,"Aug 2019",46,2,9,0,4
"GLANVILLE",0,0,0,0,1,1,"5015",0,1,0,331,0,0,0,0,0,0,501503,0,1,0,0,1,0,0,0,1,0,"Aug 2019",9,1,2,0,0
"ELIZABETH PARK",0,0,0,0,2,2,"5113",0,0,0,3314,0,0,4,4,9,0,511304,0,8,0,2,0,0,1,1,0,0,"Aug 2019",58,2,9,0,14
"BURTON",0,0,0,0,5,0,"5110",0,0,0,3326,0,0,4,1,5,0,511002,0,1,0,0,1,2,1,0,0,0,"Aug 2019",31,1,6,0,4
"DIREK",0,0,0,0,0,0,"5110",0,0,0,3338,0,0,1,1,0,0,511003,0,1,0,0,0,0,0,0,0,0,"Aug 2019",4,0,1,0,0
"GLOBE DERBY PARK",0,0,0,0,0,0,"5110",0,0,0,3349,0,0,1,0,0,0,511006,0,0,0,0,0,0,0,0,1,0,"Aug 2019",3,0,1,0,0
"WATERLOO CORNER",0,0,0,0,0,0,"5110",0,0,0,3367,0,0,0,0,0,0,511005,0,0,0,0,0,0,0,0,0,0,"Aug 2019",3,0,3,0,0
"EDINBURGH",0,0,0,0,0,0,"5111",0,0,0,3378,0,0,0,0,0,0,511101,0,0,0,0,0,0,0,0,1,0,"Aug 2019",6,2,2,0,1
"ELIZABETH",0,5,0,0,3,0,"5112",0,1,0,3390,0,3,1,11,35,1,511201,0,5,1,0,5,2,1,0,0,0,"Aug 2019",119,2,28,0,15
"ELIZABETH EAST",0,3,0,0,3,0,"5112",0,0,0,3402,0,0,1,6,0,0,511202,0,4,0,0,0,0,5,1,0,0,"Aug 2019",41,3,5,0,10
"ELIZABETH GROVE",0,0,0,2,1,0,"5112",0,0,1,3414,0,0,2,0,0,0,511203,0,0,0,0,0,0,2,0,0,0,"Aug 2019",17,2,4,0,3
"ELIZABETH SOUTH",0,1,0,2,2,1,"5112",0,0,0,3426,0,1,7,6,8,1,511204,0,6,0,0,0,0,4,1,0,0,"Aug 2019",73,3,15,0,15
"ANGLE PARK",0,0,0,0,2,0,"5010",0,0,0,343,0,0,0,0,1,0,501001,0,2,0,0,0,0,0,0,0,0,"Aug 2019",16,1,8,0,2
"POORAKA",0,0,0,0,7,1,"5095",0,0,0,3438,0,0,6,1,6,0,509501,0,1,0,0,1,1,4,0,0,0,"Aug 2019",59,4,19,0,8
"GULFVIEW HEIGHTS",0,0,0,0,1,0,"5096",0,0,0,3450,0,0,1,0,0,0,509603,0,0,0,0,0,0,1,0,0,0,"Aug 2019",4,0,1,0,0
"PARA HILLS",0,1,0,1,3,1,"5096",0,0,0,3462,0,0,1,0,2,0,509601,0,4,0,0,0,4,2,0,0,0,"Aug 2019",36,1,13,0,3
"PARA HILLS WEST",0,2,0,0,3,0,"5096",0,1,0,3474,0,1,0,0,8,0,509602,0,3,0,0,0,1,0,0,0,0,"Aug 2019",40,1,17,0,3
"REDWOOD PARK",0,2,0,0,2,0,"5097",0,0,0,3486,0,0,0,2,0,0,509701,0,0,0,0,1,1,2,1,1,0,"Aug 2019",15,0,0,0,3
"RIDGEHAVEN",0,0,0,0,2,1,"5097",0,1,0,3498,0,0,3,2,3,0,509702,0,0,0,0,0,2,0,0,0,0,"Aug 2019",21,1,2,0,4
"ST AGNES",0,1,0,0,3,0,"5097",0,1,0,3510,0,0,1,0,0,1,509703,0,2,0,0,0,2,0,0,0,0,"Aug 2019",21,1,8,0,1
"INGLE FARM",0,2,0,0,11,0,"5098",0,1,0,3522,0,1,3,1,15,0,509801,0,7,0,0,0,2,2,0,2,0,"Aug 2019",62,1,8,0,6
"WALKLEY HEIGHTS",0,0,0,0,0,0,"5098",0,0,0,3534,0,0,1,1,0,0,509802,0,0,0,0,0,0,0,0,0,0,"Aug 2019",2,0,0,0,0
"PARAFIELD",0,0,0,0,2,0,"5106",0,0,0,3546,0,0,0,2,8,0,510601,0,0,0,0,0,0,1,0,0,0,"Aug 2019",14,0,1,0,0
"FERRYDEN PARK",0,0,0,0,4,0,"5010",0,0,0,355,0,0,4,0,0,0,501002,0,2,0,0,1,0,2,0,1,0,"Aug 2019",27,0,6,0,7
"SALISBURY SOUTH",0,0,0,0,0,0,"5106",0,0,0,3558,0,0,0,0,0,0,510602,0,0,0,0,0,1,0,0,0,0,"Aug 2019",4,2,0,0,1
"GREEN FIELDS",0,0,0,0,2,0,"5107",0,0,0,3569,0,0,1,1,0,0,510701,0,0,0,0,0,0,0,0,0,0,"Aug 2019",7,0,3,0,0
"PARAFIELD GARDENS",0,1,0,0,14,0,"5107",0,0,0,3579,0,2,10,3,2,1,510702,0,7,0,1,2,3,10,1,2,0,"Aug 2019",98,2,22,0,15
"PARALOWIE",0,0,0,0,8,0,"5108",0,2,1,3591,0,0,6,4,7,0,510801,0,4,0,1,0,4,3,0,0,0,"Aug 2019",72,2,16,0,14
"SALISBURY",0,3,1,2,12,2,"5108",0,4,0,3604,0,2,2,6,18,0,510802,0,2,0,0,2,3,2,0,2,0,"Aug 2019",121,6,35,0,17
"SALISBURY DOWNS",0,2,0,0,5,0,"5108",0,1,0,3616,0,0,3,1,27,0,510803,0,1,0,1,1,6,3,0,0,0,"Aug 2019",91,2,33,0,5
"SALISBURY NORTH",0,0,0,0,4,0,"5108",0,0,0,3628,0,2,8,2,8,0,510804,0,9,0,2,0,4,2,0,1,0,"Aug 2019",68,2,12,0,12
"BRAHMA LODGE",0,1,0,0,0,0,"5109",0,0,0,3640,0,0,4,1,0,0,510901,0,2,0,0,0,1,1,0,0,0,"Aug 2019",24,5,3,0,6
"SALISBURY EAST",0,0,0,0,2,2,"5109",0,1,0,3652,0,0,3,1,1,0,510902,0,4,0,0,0,1,0,0,0,0,"Aug 2019",26,1,5,0,5
"VALE PARK",0,0,0,0,0,0,"5081",0,0,0,3664,0,0,1,0,0,0,508105,0,0,0,0,0,1,0,0,0,0,"Aug 2019",2,0,0,0,0
"REGENCY PARK",0,0,0,1,2,0,"5010",0,1,0,367,0,1,0,1,0,0,501003,0,0,0,0,0,0,1,0,1,0,"Aug 2019",12,0,1,0,3
"WALKERVILLE",0,0,0,0,1,0,"5081",0,0,0,3676,0,0,0,0,4,3,508106,0,0,0,0,0,2,1,0,1,0,"Aug 2019",20,1,6,0,1
"FITZROY",0,0,0,0,1,0,"5082",0,0,0,3687,0,0,0,0,0,0,508201,0,0,0,0,0,0,0,0,0,0,"Aug 2019",2,0,0,0,1
"OVINGHAM",0,0,0,0,0,0,"5082",0,0,0,3697,0,0,0,0,0,0,508202,0,0,0,0,0,1,0,0,0,0,"Aug 2019",2,0,1,0,0
"PROSPECT",0,3,0,2,13,0,"5082",0,3,0,3710,0,0,9,2,23,1,508203,0,1,0,0,3,6,5,0,3,0,"Aug 2019",104,2,14,0,14
"THORNGATE",0,0,0,0,0,0,"5082",0,0,0,3722,0,0,0,0,9,0,508204,0,0,0,0,0,0,0,0,0,0,"Aug 2019",12,0,3,0,0
"BROADVIEW",0,1,0,0,5,0,"5083",0,1,0,3734,0,0,4,0,5,0,508301,0,1,0,0,0,7,3,0,0,0,"Aug 2019",43,1,12,0,3
"INGLEWOOD",0,0,0,0,0,0,"5133",0,0,0,3743,0,0,0,0,0,0,513301,0,0,0,0,0,1,0,0,1,0,"Aug 2019",2,0,0,0,0
"WILLASTON",0,0,0,0,0,0,"5118",0,0,0,3760,0,3,3,1,1,1,511813,0,1,0,0,0,0,0,0,0,0,"Aug 2019",22,0,8,0,4
"VIRGINIA",0,0,0,0,3,1,"5120",0,0,0,3780,0,0,0,0,1,0,512001,0,1,0,0,1,0,1,0,0,0,"Aug 2019",14,0,5,0,1
"ST CLAIR",0,0,1,0,6,3,"5011",0,0,0,379,0,0,2,1,3,0,501105,0,0,0,0,2,0,2,0,0,0,"Aug 2019",32,0,6,0,6
"GAWLER EAST",0,0,0,0,1,0,"5118",0,0,0,3793,0,1,2,1,1,0,511805,0,0,0,0,0,2,0,0,0,0,"Aug 2019",9,0,0,0,1
"GAWLER RIVER",0,0,0,0,0,0,"5118",0,0,0,3804,0,0,0,0,0,0,511806,0,0,0,0,0,1,1,0,0,0,"Aug 2019",2,0,0,0,0
"GAWLER SOUTH",0,0,0,0,0,0,"5118",0,0,0,3809,0,1,1,0,0,0,511807,0,0,0,0,0,0,1,0,0,0,"Aug 2019",6,0,2,0,1
"GAWLER WEST",0,0,0,0,1,0,"5118",0,0,0,3821,0,0,0,0,0,0,511808,0,1,0,0,0,0,0,0,0,0,"Aug 2019",6,0,0,0,4
"EYRE",0,1,0,0,1,0,"5121",0,0,0,3832,0,0,1,0,0,0,512104,0,0,0,0,0,2,0,0,0,0,"Aug 2019",10,0,4,0,1
"PENFIELD",0,0,0,0,0,0,"5121",0,0,0,3849,0,0,0,0,0,0,512102,0,0,0,0,0,0,0,2,0,0,"Aug 2019",3,0,1,0,0
"MUNNO PARA WEST",0,0,0,0,0,0,"5115",0,0,0,3859,0,0,0,0,0,0,511504,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,1,0,0
"MUNNO PARA WEST",0,0,0,1,2,0,"5115",0,0,0,3864,0,0,1,1,0,0,511504,0,3,0,0,0,0,4,0,0,0,"Aug 2019",24,0,4,0,8
"EVANSTON",0,0,0,1,1,0,"5116",0,0,0,3876,0,1,3,0,5,0,511601,0,2,0,0,0,0,1,0,0,0,"Aug 2019",26,0,6,0,6
"EVANSTON GARDENS",0,0,0,0,1,0,"5116",0,0,0,3888,0,0,0,0,0,0,511602,0,0,0,0,0,0,0,0,1,0,"Aug 2019",6,0,2,1,1
"EVANSTON PARK",0,1,0,1,1,0,"5116",0,1,0,3900,0,0,2,0,8,0,511603,0,0,0,0,0,1,0,0,0,0,"Aug 2019",20,0,4,0,1
"WOODVILLE",0,2,0,0,5,0,"5011",0,0,0,391,0,0,2,0,5,0,501101,0,3,0,0,3,0,2,0,0,0,"Aug 2019",33,0,7,0,4
"ANGLE VALE",0,0,0,0,0,1,"5117",0,0,0,3927,0,0,0,5,6,0,511701,0,0,0,0,0,0,0,0,0,0,"Aug 2019",26,0,13,0,1
"GAWLER",0,0,3,1,0,0,"5118",0,0,0,3945,0,2,1,2,6,0,511803,0,0,0,0,0,3,1,0,2,0,"Aug 2019",38,0,9,0,8
"GAWLER BELT",0,0,0,0,0,0,"5118",0,0,0,3957,0,0,1,0,0,0,511804,0,1,0,0,1,1,0,0,0,0,"Aug 2019",7,0,2,0,1
"ANDREWS FARM",0,1,1,0,2,0,"5114",0,0,0,3969,0,0,0,1,0,0,511401,0,4,0,0,0,0,2,3,0,0,"Aug 2019",25,0,6,0,5
"BLAKEVIEW",0,5,0,0,8,0,"5114",0,1,0,3981,0,0,1,1,4,0,511402,0,2,0,1,1,2,2,0,0,0,"Aug 2019",50,0,10,0,12
"CRAIGMORE",0,0,0,0,4,1,"5114",0,0,0,3993,0,0,1,0,5,0,511403,0,4,0,0,0,0,6,0,0,0,"Aug 2019",28,1,0,0,6
"GOULD CREEK",0,0,0,0,0,0,"5114",0,0,0,4004,0,0,0,0,0,0,511404,0,0,0,0,0,1,0,0,0,0,"Aug 2019",2,0,0,0,1
"ONE TREE HILL",0,0,0,0,0,0,"5114",0,0,0,4019,0,0,0,0,0,0,511406,0,0,0,0,0,0,0,0,0,0,"Aug 2019",2,0,2,0,0
"WOODVILLE PARK",0,0,0,0,3,1,"5011",0,0,0,403,0,1,2,0,0,0,501102,0,0,0,0,1,0,0,0,0,0,"Aug 2019",17,0,6,0,3
"WARD BELT",0,0,0,0,0,0,"5118",0,0,0,4035,0,0,0,0,0,0,511812,0,0,0,0,0,1,1,0,0,0,"Aug 2019",3,0,0,0,1
"PENFIELD GARDENS",0,0,0,0,0,0,"5121",0,0,0,4045,0,0,0,0,0,0,512103,0,1,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"GOLDEN GROVE",0,1,0,0,2,0,"5125",0,1,0,4056,0,1,0,1,4,0,512501,0,1,0,0,1,2,1,0,0,0,"Aug 2019",30,2,7,0,6
"GREENWITH",0,1,0,0,3,1,"5125",0,0,0,4068,0,0,1,0,1,0,512502,0,2,0,0,0,0,3,1,1,0,"Aug 2019",20,0,4,0,2
"GREENWITH",0,0,0,0,1,0,"5125",0,0,0,4078,0,0,1,0,0,0,512502,0,0,0,0,0,0,0,0,0,0,"Aug 2019",3,0,0,0,1
"FAIRVIEW PARK",0,1,0,0,1,0,"5126",0,0,0,4084,0,0,1,0,1,0,512601,0,1,0,0,0,0,1,0,0,0,"Aug 2019",10,0,3,0,1
"SURREY DOWNS",0,1,0,0,1,2,"5126",0,0,0,4096,0,0,1,0,1,0,512602,0,0,0,0,1,0,1,0,0,0,"Aug 2019",16,0,6,0,2
"YATALA VALE",0,0,0,0,0,0,"5126",0,0,0,4107,0,0,1,0,0,0,512603,0,0,0,0,0,0,1,0,0,0,"Aug 2019",2,0,0,0,0
"WYNN VALE",0,1,0,0,5,0,"5127",0,0,0,4114,0,0,2,0,0,0,512701,0,1,0,0,0,1,0,0,1,0,"Aug 2019",15,1,2,0,1
"HOUGHTON",0,0,0,0,0,0,"5131",0,0,0,4124,0,0,0,0,0,0,513103,0,0,0,0,0,1,0,0,0,0,"Aug 2019",1,0,0,0,0
"SHEIDOW PARK",0,0,0,0,2,0,"5158",0,0,0,4141,0,0,2,0,3,0,515803,0,1,0,1,0,0,0,0,0,0,"Aug 2019",19,0,3,0,7
"TROTT PARK",0,0,0,0,1,0,"5158",0,0,0,4153,0,0,0,0,0,0,515804,0,0,0,0,1,0,0,0,0,0,"Aug 2019",3,0,0,0,1
"WOODVILLE SOUTH",0,0,0,0,4,0,"5011",0,1,0,416,0,0,3,0,0,0,501103,0,3,0,0,0,0,1,2,0,0,"Aug 2019",21,1,3,0,3
"BASKET RANGE",0,0,0,0,0,1,"5138",0,0,0,4169,0,0,0,0,0,0,513801,0,0,0,0,0,0,1,0,0,0,"Aug 2019",2,0,0,0,0
"LONGWOOD",0,0,0,0,0,0,"5153",0,0,0,4187,0,0,1,0,0,0,515303,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"BRIDGEWATER",0,0,0,0,0,0,"5155",0,0,0,4193,0,0,1,0,0,0,515501,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"BULL CREEK",0,0,0,0,0,0,"5157",0,0,0,4212,0,0,0,1,0,0,515707,0,0,0,0,0,0,0,0,0,0,"Aug 2019",1,0,0,0,0
"MACCLESFIELD",0,0,0,0,0,0,"5153",0,0,0,4215,0,0,0,0,0,0,515307,0,0,0,0,0,0,0,0,0,0,"Aug 2019",3,0,2,0,1
